field_1,lat,long,distance_t,NAME
"6390",47.3704000000,-122.0800000000,0.4718148648,Kent
"6391",47.4522000000,-122.1780000000,0.4456642669,Renton
"6392",47.5389000000,-122.2420000000,0.6451850359,Mercer Island
"6393",47.5655000000,-121.8900000000,0.4001000511,Snoqualmie Valley
"6394",47.5194000000,-122.3750000000,0.2391087085,Seattle
"6395",47.7735000000,-122.2730000000,0.9982695208,Shoreline
"6396",47.5379000000,-122.2640000000,0.5851514803,Seattle
"6397",47.7141000000,-122.2130000000,0.3123977593,Lake Washington
"6398",47.3177000000,-122.2100000000,0.3548821953,Auburn
"6399",47.6488000000,-122.3850000000,0.5908007727,Seattle
"6400",47.3997000000,-122.3130000000,0.3411884180,Highline
"6401",47.7009000000,-122.3010000000,0.3526755134,Seattle
"6402",47.6700000000,-122.2840000000,0.3880225324,Seattle
"6403",47.5506000000,-122.3950000000,0.7768924140,Seattle
"6404",47.2559000000,-122.0070000000,2.4440280427,Enumclaw
"6405",47.5664000000,-121.9990000000,0.5736585329,Issaquah
"6406",47.6745000000,-122.0540000000,0.4161497137,Lake Washington
"6407",47.7326000000,-122.2340000000,0.4416925610,Lake Washington
"6408",47.3897000000,-122.0510000000,0.4434612866,Tahoma
"6409",47.7321000000,-122.1980000000,0.5148453372,Lake Washington
"6410",47.4909000000,-122.2030000000,0.1438286210,Renton
"6411",47.6948000000,-122.3950000000,0.3685629814,Seattle
"6412",47.5755000000,-122.0700000000,1.3582139781,Issaquah
"6413",47.3610000000,-122.2810000000,0.0981148361,Federal Way
"6414",47.3548000000,-122.0020000000,1.2472807695,Tahoma
"6415",47.6656000000,-122.4060000000,0.8469937958,Seattle
"6416",47.5989000000,-122.0390000000,0.3633494455,Issaquah
"6417",47.7373000000,-122.3500000000,0.2374349967,Shoreline
"6418",47.3815000000,-122.3130000000,0.3401441760,Highline
"6419",47.5055000000,-122.2600000000,0.3712954878,Seattle
"6420",47.3661000000,-122.1730000000,0.4464796056,Kent
"6421",47.3228000000,-122.0800000000,1.5394095428,Kent
"6422",47.6140000000,-122.0410000000,0.4781309669,Lake Washington
"6423",47.4837000000,-122.1480000000,0.0987142360,Renton
"6424",47.6332000000,-122.3620000000,0.2313149019,Seattle
"6425",47.7435000000,-122.2960000000,0.1185253240,Shoreline
"6426",47.3109000000,-122.2290000000,0.3053248259,Auburn
"6427",47.3564000000,-122.0400000000,0.5316269445,Tahoma
"6428",47.7597000000,-122.2630000000,1.2139069827,Northshore
"6429",47.7597000000,-122.2630000000,1.2139069827,Northshore
"6430",47.7500000000,-122.0240000000,1.0667803318,Northshore
"6431",47.3623000000,-122.0900000000,0.2486813294,Kent
"6432",47.7231000000,-122.2290000000,0.1434855616,Lake Washington
"6433",47.6684000000,-122.3680000000,0.2955695095,Seattle
"6434",47.5936000000,-122.3010000000,0.1902269187,Seattle
"6435",47.4339000000,-122.1920000000,0.2303477968,Renton
"6436",47.3063000000,-122.3590000000,0.4161880298,Federal Way
"6437",47.5322000000,-122.0490000000,0.3498296879,Issaquah
"6438",47.5312000000,-122.3920000000,0.6464854474,Seattle
"6439",47.3207000000,-122.2090000000,0.3927324429,Auburn
"6440",47.6214000000,-122.1190000000,0.4743120909,Bellevue
"6441",47.5535000000,-122.3770000000,0.1623228901,Seattle
"6442",47.2849000000,-122.2510000000,0.9654908912,Auburn
"6443",47.5836000000,-122.2000000000,0.4172476392,Bellevue
"6444",47.5675000000,-122.0190000000,0.6772539950,Issaquah
"6445",47.3684000000,-122.3180000000,0.4475006352,Federal Way
"6446",47.4564000000,-122.1620000000,0.2240246774,Renton
"6447",47.6969000000,-122.0460000000,0.9657531953,Lake Washington
"6448",47.6757000000,-122.3620000000,0.3816764763,Seattle
"6449",47.3782000000,-122.2280000000,0.5234293323,Kent
"6450",47.6289000000,-122.3090000000,0.2143040533,Seattle
"6451",47.5925000000,-122.3910000000,0.8904303764,Seattle
"6452",47.5643000000,-122.1600000000,0.4066556875,Bellevue
"6453",47.5199000000,-122.1840000000,0.6540745287,Renton
"6454",47.6653000000,-122.1940000000,0.1697337895,Lake Washington
"6455",47.5754000000,-122.4140000000,0.3126632211,Seattle
"6456",47.5540000000,-122.3060000000,0.3881019277,Seattle
"6457",47.3118000000,-122.3370000000,0.9517385506,Federal Way
"6458",47.6903000000,-121.9290000000,1.1485718675,Riverview
"6459",47.6801000000,-122.3570000000,0.4359205928,Seattle
"6460",47.5378000000,-122.0430000000,0.0702943173,Issaquah
"6461",47.6582000000,-122.1220000000,0.8865535475,Lake Washington
"6462",47.6598000000,-122.3490000000,0.3461850035,Seattle
"6463",47.3107000000,-122.3970000000,0.1780577645,Federal Way
"6464",47.4855000000,-121.6980000000,1.1346945079,Snoqualmie Valley
"6465",47.5506000000,-122.1010000000,0.6704662396,Issaquah
"6466",47.7201000000,-122.3080000000,0.2784217423,Seattle
"6467",47.6513000000,-122.3860000000,0.4151992263,Seattle
"6468",47.5551000000,-122.0010000000,0.5992593488,Issaquah
"6469",47.7309000000,-122.0580000000,1.0076306146,Lake Washington
"6470",47.6802000000,-122.3580000000,0.4316691682,Seattle
"6471",47.5489000000,-122.3980000000,0.7446493189,Seattle
"6472",47.7767000000,-122.3650000000,0.4953587272,Shoreline
"6473",47.6729000000,-122.1480000000,0.5974854683,Lake Washington
"6474",47.3500000000,-122.3220000000,0.5534142037,Federal Way
"6475",47.7352000000,-122.2010000000,0.7591044514,Northshore
"6476",47.7397000000,-122.3240000000,0.5001685614,Shoreline
"6477",47.5756000000,-122.1580000000,0.1429184743,Bellevue
"6478",47.7347000000,-122.1930000000,0.6945261915,Northshore
"6479",47.5481000000,-121.8860000000,1.1787367250,Snoqualmie Valley
"6480",47.3733000000,-122.4220000000,3.8120296041,Vashon Island
"6481",47.4400000000,-122.1450000000,0.5837991611,Kent
"6482",47.3601000000,-122.0460000000,0.8233089950,Tahoma
"6483",47.3057000000,-122.2160000000,0.2374519418,Auburn
"6484",47.3732000000,-122.1290000000,0.5405076852,Kent
"6485",47.3088000000,-122.2730000000,0.8455356614,Auburn
"6486",47.6724000000,-121.8650000000,2.4378081124,Riverview
"6487",47.5304000000,-122.3530000000,0.4136205635,Seattle
"6488",47.6604000000,-122.4010000000,0.5678289397,Seattle
"6489",47.6002000000,-121.9800000000,0.6977774030,Issaquah
"6490",47.5747000000,-122.1450000000,0.4573999316,Bellevue
"6491",47.2620000000,-122.2200000000,0.4111349289,Auburn
"6492",47.3568000000,-122.0380000000,0.4346281749,Tahoma
"6493",47.6413000000,-122.4050000000,0.2379797774,Seattle
"6494",47.4294000000,-122.3430000000,0.3057181235,Highline
"6495",47.7097000000,-122.0130000000,1.7874432763,Riverview
"6496",47.4434000000,-121.7740000000,2.5645237603,Snoqualmie Valley
"6497",47.3146000000,-122.3510000000,0.3110067134,Federal Way
"6498",47.6838000000,-122.3620000000,0.2572372773,Seattle
"6499",47.5309000000,-122.3540000000,0.4678420090,Seattle
"6500",47.4012000000,-122.0250000000,0.5887904681,Tahoma
"6501",47.6659000000,-122.3270000000,0.1654217734,Seattle
"6502",47.6515000000,-122.2770000000,0.7401225778,Seattle
"6503",47.3942000000,-122.1600000000,0.6213970349,Kent
"6504",47.5983000000,-122.2020000000,0.4675736316,Bellevue
"6505",47.5799000000,-122.4000000000,0.4125339634,Seattle
"6506",47.5886000000,-122.2870000000,0.6221163737,Seattle
"6507",47.5269000000,-122.1710000000,0.5161311677,Renton
"6508",47.6388000000,-122.2180000000,0.5955022567,Bellevue
"6509",47.3725000000,-122.0730000000,0.9658051516,Kent
"6510",47.7532000000,-122.3180000000,0.2806505131,Shoreline
"6511",47.3380000000,-122.3330000000,0.5752274046,Federal Way
"6512",47.6819000000,-122.2080000000,0.6505107670,Lake Washington
"6513",47.3643000000,-122.0900000000,0.2058973245,Kent
"6514",47.3901000000,-122.0710000000,1.0731409503,Tahoma
"6515",47.5249000000,-122.3190000000,0.2806981435,Seattle
"6516",47.6164000000,-122.1150000000,0.3527195732,Bellevue
"6517",47.2099000000,-122.0010000000,0.2132866659,Enumclaw
"6518",47.3766000000,-122.1150000000,0.2719056562,Kent
"6519",47.6914000000,-122.3520000000,0.4155838371,Seattle
"6520",47.7393000000,-122.2000000000,0.7085118792,Northshore
"6521",47.5227000000,-122.3720000000,0.3494088299,Seattle
"6522",47.5539000000,-122.0010000000,0.5205502764,Issaquah
"6523",47.4291000000,-122.2920000000,0.6216108199,Highline
"6524",47.6106000000,-122.0550000000,1.0399465784,Lake Washington
"6525",47.6228000000,-122.1040000000,0.1641146171,Bellevue
"6526",47.2674000000,-122.0720000000,2.7368856187,Enumclaw
"6527",47.4655000000,-122.1740000000,0.2143640342,Renton
"6528",47.4655000000,-122.1740000000,0.2143640342,Renton
"6529",47.5590000000,-122.1460000000,0.3828475058,Bellevue
"6530",47.4485000000,-121.7760000000,2.2314805559,Snoqualmie Valley
"6531",47.6543000000,-122.3470000000,0.1007945226,Seattle
"6532",47.4335000000,-122.3380000000,0.5989745135,Highline
"6533",47.7249000000,-122.2980000000,0.4169558732,Seattle
"6534",47.5508000000,-122.2680000000,0.3470781927,Seattle
"6535",47.6988000000,-122.2020000000,0.6058456086,Lake Washington
"6536",47.5911000000,-122.0180000000,0.8987046969,Issaquah
"6537",47.7433000000,-122.0940000000,0.6840845033,Northshore
"6538",47.6188000000,-122.0640000000,0.6935926227,Lake Washington
"6539",47.5413000000,-122.2160000000,0.6283297558,Mercer Island
"6540",47.6428000000,-122.3020000000,0.1820304291,Seattle
"6541",47.7251000000,-122.1100000000,0.1759089887,Northshore
"6542",47.5516000000,-122.3820000000,0.1081303173,Seattle
"6543",47.2959000000,-122.1660000000,1.0598016666,Auburn
"6544",47.5683000000,-122.1780000000,0.2930416254,Bellevue
"6545",47.5898000000,-122.0040000000,0.6883015333,Issaquah
"6546",47.3862000000,-122.0290000000,1.0504374126,Tahoma
"6547",47.7615000000,-122.3090000000,0.2298402093,Shoreline
"6548",47.7222000000,-122.1770000000,0.3488332988,Lake Washington
"6549",47.2757000000,-122.1450000000,0.6669449499,Auburn
"6550",47.3627000000,-122.1080000000,0.3646411235,Kent
"6551",47.5065000000,-122.3640000000,0.5259102466,Highline
"6552",47.5773000000,-122.4060000000,0.0860880709,Seattle
"6553",47.7435000000,-122.3170000000,0.3911513786,Shoreline
"6554",47.7144000000,-122.2040000000,0.2618312781,Lake Washington
"6555",47.6696000000,-122.4160000000,1.1464571875,Seattle
"6556",47.5385000000,-122.3550000000,0.1875319730,Seattle
"6557",47.6885000000,-122.1130000000,0.2233872108,Lake Washington
"6558",47.5434000000,-122.2930000000,0.4243936098,Seattle
"6559",47.4798000000,-122.3440000000,0.4338685740,Highline
"6560",47.7242000000,-122.0320000000,0.5594259489,Riverview
"6561",47.3883000000,-122.0500000000,0.3359950318,Tahoma
"6562",47.5011000000,-122.3750000000,0.3675859888,Seattle
"6563",47.6944000000,-122.2880000000,0.0836093253,Seattle
"6564",47.4560000000,-122.2090000000,0.1947864556,Renton
"6565",47.6259000000,-122.1110000000,0.4290877731,Bellevue
"6566",47.5480000000,-122.3560000000,0.2323895898,Seattle
"6567",47.3540000000,-121.9990000000,1.3011526182,Tahoma
"6568",47.3504000000,-122.1410000000,0.5642870874,Kent
"6569",47.5388000000,-122.3870000000,0.1223632672,Seattle
"6570",47.5088000000,-122.3380000000,0.4231291493,Highline
"6571",47.5873000000,-122.2900000000,0.5250519975,Seattle
"6572",47.6726000000,-122.3860000000,0.2922210544,Seattle
"6573",47.3424000000,-122.2890000000,0.5983992486,Federal Way
"6574",47.6848000000,-122.3890000000,0.1095359070,Seattle
"6575",47.6233000000,-122.1080000000,0.2985298874,Bellevue
"6576",47.6872000000,-122.1850000000,0.5170757678,Lake Washington
"6577",47.5375000000,-122.0700000000,1.1535572643,Issaquah
"6578",47.6478000000,-122.0290000000,0.4064682934,Lake Washington
"6579",47.3036000000,-122.3770000000,0.2634969390,Federal Way
"6580",47.7675000000,-122.3150000000,0.4593371299,Shoreline
"6581",47.6451000000,-122.3500000000,0.1030257750,Seattle
"6582",47.5449000000,-122.3880000000,0.3219320780,Seattle
"6583",47.5112000000,-122.3590000000,0.3996717220,Highline
"6584",47.5714000000,-122.3850000000,0.2700071484,Seattle
"6585",47.3514000000,-122.1670000000,0.6896325956,Kent
"6586",47.5542000000,-122.2650000000,0.6042704721,Seattle
"6587",47.6616000000,-121.9990000000,1.6376696681,Lake Washington
"6588",47.7165000000,-122.3190000000,0.2932672551,Seattle
"6589",47.4865000000,-121.8020000000,1.1467579857,Snoqualmie Valley
"6590",47.6111000000,-122.0090000000,0.6570347742,Lake Washington
"6591",47.7083000000,-122.3080000000,0.4712298409,Seattle
"6592",47.4324000000,-122.1840000000,0.2269199569,Renton
"6593",47.3263000000,-122.3050000000,0.4634418708,Federal Way
"6594",47.6019000000,-122.1300000000,0.2344913884,Bellevue
"6595",47.4755000000,-122.1450000000,0.4872400581,Renton
"6596",47.6495000000,-122.1850000000,0.6348580050,Lake Washington
"6597",47.6622000000,-122.1710000000,0.1078471261,Lake Washington
"6598",47.7443000000,-122.1700000000,0.3245351341,Northshore
"6599",47.5512000000,-122.3710000000,0.4511179321,Seattle
"6600",47.3196000000,-122.3990000000,0.5639691528,Federal Way
"6601",47.6122000000,-122.0090000000,0.5903676012,Lake Washington
"6602",47.7193000000,-122.1270000000,1.3824373988,Northshore
"6603",47.6162000000,-122.1740000000,0.8556186864,Bellevue
"6604",47.6863000000,-122.0930000000,0.8639838123,Lake Washington
"6605",47.6191000000,-122.1450000000,0.2485771314,Bellevue
"6606",47.6842000000,-122.3410000000,0.1573225132,Seattle
"6607",47.3329000000,-122.2000000000,0.7775593843,Auburn
"6608",47.7446000000,-122.3320000000,0.3379302567,Shoreline
"6609",47.4944000000,-122.1650000000,0.1578702486,Renton
"6610",47.4048000000,-122.1780000000,0.3006339082,Kent
"6611",47.6642000000,-122.2910000000,0.5075776899,Seattle
"6612",47.3659000000,-122.0170000000,0.4321453265,Tahoma
"6613",47.6913000000,-122.1150000000,0.0891724121,Lake Washington
"6614",47.5718000000,-121.9960000000,0.3740682167,Issaquah
"6615",47.5101000000,-122.1510000000,0.5885126013,Renton
"6616",47.5200000000,-122.3650000000,0.3014838040,Seattle
"6617",47.7662000000,-122.1140000000,0.1436356004,Northshore
"6618",47.2956000000,-122.3740000000,0.3541679498,Federal Way
"6619",47.7608000000,-122.3610000000,0.4431649514,Shoreline
"6620",47.2625000000,-122.3080000000,0.8710433717,Fife
"6621",47.2669000000,-122.2540000000,0.3676402742,Auburn
"6622",47.3540000000,-122.2930000000,0.3185630689,Federal Way
"6623",47.3344000000,-122.2160000000,0.3569061204,Auburn
"6624",47.4375000000,-122.1760000000,0.4756940784,Renton
"6625",47.4375000000,-122.1760000000,0.4756940784,Renton
"6626",47.3864000000,-122.2230000000,0.3161863130,Kent
"6627",47.6910000000,-122.1290000000,0.4324149929,Lake Washington
"6628",47.7122000000,-122.2310000000,0.2586450459,Lake Washington
"6629",47.7616000000,-122.3650000000,0.5645927499,Shoreline
"6630",47.7757000000,-122.3910000000,0.8932432492,Shoreline
"6631",47.6967000000,-122.3420000000,0.1309467096,Seattle
"6632",47.6849000000,-122.3760000000,0.1636065814,Seattle
"6633",47.7698000000,-122.1670000000,0.1237045045,Northshore
"6634",47.7604000000,-122.3290000000,0.4961650410,Shoreline
"6635",47.5327000000,-122.0540000000,0.4862904889,Issaquah
"6636",47.7379000000,-122.2240000000,0.1975984812,Northshore
"6637",47.7264000000,-122.1040000000,0.2219868304,Northshore
"6638",47.5936000000,-122.0540000000,0.4624357363,Issaquah
"6639",47.5163000000,-121.8780000000,0.6304715617,Snoqualmie Valley
"6640",47.4579000000,-122.1640000000,0.2366307982,Renton
"6641",47.2955000000,-122.3620000000,0.3589948706,Federal Way
"6642",47.3497000000,-122.3170000000,0.5868271654,Federal Way
"6643",47.6363000000,-122.1170000000,0.2247110765,Bellevue
"6644",47.3408000000,-122.3350000000,0.6043791236,Federal Way
"6645",47.3627000000,-122.0870000000,0.1553734161,Kent
"6646",47.3794000000,-122.0220000000,0.5191151218,Tahoma
"6647",47.3729000000,-122.1830000000,0.2194684498,Kent
"6648",47.5650000000,-122.2840000000,0.0688748353,Seattle
"6649",47.7649000000,-122.0980000000,0.8732200783,Northshore
"6650",47.7250000000,-122.1740000000,0.4512735441,Lake Washington
"6651",47.6668000000,-122.2850000000,0.4615649784,Seattle
"6652",47.4426000000,-122.3420000000,1.0038832280,Highline
"6653",47.5868000000,-122.0330000000,0.1731273253,Issaquah
"6654",47.7166000000,-122.2010000000,0.1343744438,Lake Washington
"6655",47.4880000000,-121.7870000000,0.6087614677,Snoqualmie Valley
"6656",47.4559000000,-122.2890000000,0.2531943965,Highline
"6657",47.4511000000,-122.1210000000,0.4632226463,Kent
"6658",47.7155000000,-122.1040000000,0.8511246385,Northshore
"6659",47.6853000000,-122.3660000000,0.3096740458,Seattle
"6660",47.5495000000,-122.3770000000,0.2594769801,Seattle
"6661",47.6918000000,-122.2160000000,0.7086311542,Lake Washington
"6662",47.6962000000,-122.3120000000,0.2560424526,Seattle
"6663",47.5999000000,-122.1760000000,0.3816465746,Bellevue
"6664",47.5533000000,-122.0980000000,1.0838186986,Issaquah
"6665",47.6655000000,-122.3630000000,0.3251143178,Seattle
"6666",47.6249000000,-122.0240000000,0.3011095064,Lake Washington
"6667",47.2864000000,-122.3570000000,0.5129053526,Federal Way
"6668",47.6833000000,-122.3980000000,0.4704813694,Seattle
"6669",47.3343000000,-122.1940000000,0.6198448502,Auburn
"6670",47.4496000000,-122.1550000000,0.8058518765,Renton
"6671",47.7735000000,-122.3710000000,0.1415144932,Shoreline
"6672",47.5958000000,-122.1750000000,0.2833743335,Bellevue
"6673",47.6880000000,-122.1640000000,0.2559634144,Lake Washington
"6674",47.5937000000,-122.1160000000,0.4485547903,Bellevue
"6675",47.4970000000,-122.3570000000,0.3838122254,Highline
"6676",47.4564000000,-122.2110000000,0.1433674534,Renton
"6677",47.4917000000,-122.1670000000,0.3662985943,Renton
"6678",47.5334000000,-121.8670000000,0.4172282745,Snoqualmie Valley
"6679",47.5112000000,-122.1670000000,0.2178052283,Renton
"6680",47.7125000000,-122.3200000000,0.2595633387,Seattle
"6681",47.3875000000,-122.0320000000,0.7491162592,Tahoma
"6682",47.6726000000,-122.2980000000,0.2888362210,Seattle
"6683",47.4367000000,-122.4630000000,0.6890728433,Vashon Island
"6684",47.7648000000,-122.3700000000,0.5002892524,Shoreline
"6685",47.5371000000,-121.7560000000,3.0806807909,Snoqualmie Valley
"6686",47.4798000000,-122.3430000000,0.4192330127,Highline
"6687",47.6950000000,-121.9180000000,0.5478344536,Riverview
"6688",47.5503000000,-122.2850000000,0.0910873597,Seattle
"6689",47.7012000000,-122.1870000000,0.2306799651,Lake Washington
"6690",47.4006000000,-122.3220000000,0.2984258455,Highline
"6691",47.6374000000,-122.0640000000,0.1690969386,Lake Washington
"6692",47.3280000000,-122.3410000000,0.2058426866,Federal Way
"6693",47.7313000000,-122.2290000000,0.4633204323,Lake Washington
"6694",47.7730000000,-122.3710000000,0.1146251310,Shoreline
"6695",47.3741000000,-122.1500000000,0.3133224612,Kent
"6696",47.7064000000,-122.3420000000,0.7835599361,Seattle
"6697",47.4823000000,-122.0310000000,2.7056685603,Issaquah
"6698",47.4815000000,-122.3310000000,0.2410465315,Highline
"6699",47.6160000000,-122.1150000000,0.3455402746,Bellevue
"6700",47.5196000000,-122.3710000000,0.1302570889,Seattle
"6701",47.7439000000,-122.1740000000,0.1645483773,Northshore
