X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.282063662689,47.4822493016819,540,2509,4231502,Southgate Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,0
-122.284112780767,47.4825043664208,541,2509,4231502,Southgate Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.287006004149,47.4749562805046,542,15333,4231503,Cascade View Community Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.281542431791,47.485898533973,543,15336,4231504,Riverton Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,0
-122.281627473061,47.4851864888441,544,15336,4231504,Riverton Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.276970215867,47.4845931633277,545,15337,4231505,Riverton Mini Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.308508783391,47.4807697871084,546,2496,4231602,North SeaTac Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,0
-122.30999405372,47.4830689571629,547,2496,4231602,North SeaTac Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.310953314257,47.4787597938432,548,3012,4231604,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.31073465716,47.4796103994982,549,3012,4231604,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.311795831443,47.480147839631,550,2849,4231605,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City,0
-122.311869784654,47.4782164587087,551,2849,4231605,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City,1
-122.303635285124,47.4787531702698,552,7841,4231606,Highline SeaTac Botanical Garden,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.304150520233,47.4805774140832,553,7842,4231607,Neighborhood Park at SeaTac Community Center,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.346322793808,47.480628495385,554,2495,4231801,Chelsea Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.344024294627,47.4768719948539,555,7821,4231802,Linde Hill Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.341040785048,47.4605903393325,556,2494,4231901,Lakeview Park - Burien,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.340167017157,47.4716128179023,557,2493,4231902,Dottie Harper Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.339901363452,47.4731554971524,558,2492,4231903,Burien Community Center,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.340273244668,47.4674593130081,559,7597,4231904,Town Square Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.326588763966,47.4649311065552,560,2491,4232001,Moshier Memorial Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.323536710277,47.4630332874806,561,2490,4232002,Des Moines Memorial Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.326696016397,47.4714191090191,562,7594,4232004,Mathison Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.269062720628,47.4602317024518,563,2519,4232201,Crystal Springs Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,0
-122.271955852654,47.460521934387,564,2519,4232201,Crystal Springs Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.248035307098,47.4702467307779,565,2497,4232301,Fort Dent Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,0
-122.250640518175,47.4708244980669,566,2497,4232301,Fort Dent Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.251484715676,47.4643238119942,567,2499,4232302,Tukwila Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.255064584002,47.4625236447567,568,2530,4232303,Ikawa Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.259730088513,47.4720151283858,569,15334,4232304,Hazelnut Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.266416749863,47.4733414605501,570,15335,4232305,Macadam Winter Garden,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,0
-122.266820955295,47.4720943097042,571,15335,4232305,Macadam Winter Garden,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.241576812364,47.47296887809,572,4829,4232402,Waterworks Gardens,Park Site,Other King County,County,Other King County,County,Other King County,County,1
-122.246878369018,47.4563385540245,573,2529,4232501,Bicentennial Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.242218202042,47.4491107347013,574,2974,4232502,Interurban Trail Site - Tukwila,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Tukwila,City,0
-122.24351324797,47.4630874962813,575,2974,4232502,Interurban Trail Site - Tukwila,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Tukwila,City,1
-122.25715739789,47.453375479745,576,15338,4232601,Tukwila Pond Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.283251963518,47.4554416707018,577,2528,4232701,McMicken Heights Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,0
-122.284374795106,47.4552217012029,578,2528,4232701,McMicken Heights Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.278924958019,47.4579184791776,579,2527,4232702,Crestview Park - Tukwila,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.345881504656,47.4448613790665,580,5104,4233001,City Hall Park - Normandy Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.336269785657,47.4500321131802,581,8105,4233002,Wilson Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.341884668162,47.4505423256867,582,8106,4233003,Walker Creek Preserve,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.33916984009,47.4409538718297,583,8104,4233101,Nist Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.351458003188,47.442450813607,584,8107,4233102,Brittany Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.328138944181,47.4377891650348,585,7593,4233201,Manhattan Park & Playfield,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.277749696935,47.4369956180975,586,2526,4233401,Valley Ridge Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,0
-122.275020794883,47.4363809344545,587,2526,4233401,Valley Ridge Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.270987437471,47.4445170154966,588,2525,4233402,Bow Lake Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.260838078735,47.4335265812806,589,2524,4233501,Briscoe Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.240309323519,47.3689798952933,590,2977,4233601,Interurban Trail Site - Kent,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Kent,City,0
-122.242156230923,47.4202594807495,591,2977,4233601,Interurban Trail Site - Kent,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Kent,City,1
-122.236856595136,47.4396519009105,592,6887,4233602,Springbrook Greenbelt,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.229352596302,47.4316178117448,593,6888,4233603,Ikuta Greenbelt,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.24546884786,47.5936604793261,594,2523,4240101,Roanoke Park - Mercer Island,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.246180812953,47.5920775672991,595,2522,4240102,Aubrey Davis Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.289758977461,47.5985051370064,596,2510,4240301,Frink Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.291674012907,47.5991614148775,597,2510,4240301,Frink Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.289037665503,47.6009409481732,598,2671,4240302,Leschi Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.286717946405,47.6009781042309,599,2671,4240302,Leschi Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.287890968916,47.590220800721,600,6946,4240303,East Portal Viewpoint,Park Site,Washington State DOT,State,City of Seattle,City,City of Seattle,City,1
-122.285734636121,47.5903666937258,601,7846,4240304,South Day Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.307464451394,47.6007041508973,602,2369,4240401,Pratt Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.303733361614,47.5952805580957,603,2520,4240402,Judkins Park and Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.306375976374,47.5917442613317,604,6941,4240403,Judge Charles M Stokes Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.300291275628,47.5901264346374,605,6942,4240404,Sam Smith Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.304388483877,47.5896742314774,606,6960,4240405,Benvenuto Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.295866541888,47.5995572173072,607,7039,4240406,Flo Ware Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.304648422737,47.6030909436056,608,7040,4240407,Spruce Street Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.304355747268,47.6002209597371,609,7041,4240408,Dr. Blanche Lavizzo Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.29060257144,47.6027252940465,610,7171,4240409,Peppis Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.292614899666,47.5899820860642,611,7172,4240410,Mt Baker Ridge Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.318452113726,47.5926811864072,612,2410,4240501,Dr. Rizal Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.320085051957,47.6012640736435,613,2518,4240502,Yesler Terrace Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.321314401744,47.6012805051763,614,2518,4240502,Yesler Terrace Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.313953307715,47.5939844861301,615,6958,4240504,Sturgus Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.312157792698,47.591888822143,616,6959,4240505,Daejeon Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.308923389329,47.5895166961764,617,6959,4240505,Daejeon Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.31898248024,47.6031316927254,618,7042,4240506,Horiuchi Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.315265475987,47.5937500600285,619,7043,4240507,Lewis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.31382602674,47.5923184376861,620,7043,4240507,Lewis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.32449535472,47.6004200473567,621,7044,4240508,Kobe Terrace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.325434571491,47.5986074073912,622,7045,4240509,Hing Hay Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.32341339594,47.5968972164704,623,7046,4240510,International Childrens Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.329874891656,47.602021414471,624,7047,4240511,City Hall Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.33327329212,47.6004627468654,625,7048,4240512,Occidental Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.330884201268,47.6018444915993,626,7167,4240513,Prefontaine Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.330084579423,47.5993611943132,627,7168,4240514,Union Station Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.318444428795,47.5961975617254,628,7169,4240515,Beacon Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.317644631821,47.5904205818148,629,7170,4240516,Katie Blacks Garden,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.331978399545,47.599374274594,630,7265,4240517,Klondike Gold Rush National Historical Park,Park Site,Other Private,Private,US National Park Service,Federal,Park / Recreation District,Other Government,1
-122.333887304735,47.6020763479866,631,7049,4240601,Pioneer Square,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
